case_id,tweet_id,customer_message,gold_intent,gold_escalate,predicted_intent,confidence,decision,reason,reply,evidence_count,top_evidence_customer,top_evidence_reply
AMZ-163,162006,@AmazonHelp Yes no problem. I turn the stick on and it looks like the attached! ALL put of proportion. Calibrating doesn't work. [URL],product_issue,AUTO-HANDLE,product_issue,0.771,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,"@AmazonHelp Yes, get same problem. Looking at DownDetector looks like im not alone at Checkout. If this is a transient issue it can wait. https://t.co/L6lhvSOsD8",@163181 Have you tried clearing cache/cookies when using the website for checking out? Perhaps use a different browser? ^MJ
AMZ-164,16847,@AmazonHelp No updates no mailed issue...pure ignorance....,other,ESCALATE,other,0.69,ESCALATE,repeated or unresolved problem; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Any updates on this?,@214140 I'm sorry for the delayed response. Please provide our team with your order details here: https://t.co/YNU9dALp3Q ^RA
AMZ-165,191583,@AmazonHelp Confirmation email was 4th Wednesday 4th (today). The order now says Thursday 5th.,order_issue,AUTO-HANDLE,order_issue,0.927,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp Confirmation email said Wednesday but the email saying it was dispatched says Thursday,@708433 Your best option is to keep an eye on the tracking information.  You can see it here:  https://t.co/Y5jpI9gRhE  And please let us know if it doesn't arrive today.  ^SP
AMZ-166,2903451,@AmazonHelp Yes I have. I have also called and spoken to rude customer service people. It has not shipped. They could only tell me it will ship soon. Only when I ordered it promised me it would be here TODAY.,order_issue,AUTO-HANDLE,order_issue,0.677,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp As PROMISED call me after 5 p.m. today,@326613 We shall connect with you at the requested time frame. ^SH
AMZ-167,2758146,"@AmazonHelp Please credit the amount with interest as I paid amount to you on 15 and yet not received my money. You need to give me interest of this amount for 15 days, what about my problem which I faced to chase you.",payment_billing,AUTO-HANDLE,payment_billing,0.875,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. I found a similar historical AmazonHelp case, but the available context is not specific enough to safely recommend an exact resolution. Please use the official Amazon support channel so a team member can investigate.",3,@AmazonHelp More than 15 days u hv nt refunded my money..should I wait for 15 days..still I shop from Ur site .. https://t.co/K4NeDelxvk,@177048 Kindly share your details here: https://t.co/GIJyeY99fq and I'll look into this. ^SG
AMZ-168,169640,@AmazonHelp I ordered Durban Monopoly last Friday and was told it would be here the Wednesday just passed. When I went online they said today by 20:00. Now; 21:58 And nothing? 7 days? I'd rather go to a physical shop. It was supposed to be a surprise for my husband. No more I'm so bummed,order_issue,AUTO-HANDLE,order_issue,0.73,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp I just went online it said I could return books. So assuming that refund works within 10days I shouldn't have to call them.,@119319 Thanks for confirming; Please keep us posted if you run into any further difficulties with this. Thanks. ^NV
AMZ-169,6960,@AmazonHelp Or you can provide me with a direct dial number and I’ll call it now,other,AUTO-HANDLE,other,0.573,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp U can't provide copper  ever or u can provide after,@476990 We will list the product on our website if any vendor is ready with the stock. ^MJ
AMZ-170,38132,"@AmazonHelp That link is for US, I'm a UK customer. It said when I placed the order that it would be arriving on the release date.",order_issue,AUTO-HANDLE,order_issue,0.938,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp It's a pre-order. do I get it on release date or does it ship release date,@389720 The delivery dates displayed here: https://t.co/Y5jpI9ys9c are the most accurate. I hope this helps! ^JE
AMZ-171,160438,@AmazonHelp Plz provide me the current progress of my order.,order_issue,AUTO-HANDLE,order_issue,0.947,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp Then what I do?? Plz provide the Nagaon hub address and phone no.,@390565 Sorry for the trouble. Have you reported this to our customer support team here: https://t.co/rS49hgaADF Do keep us posted. ^AK
AMZ-172,128778,@AmazonHelp As I have already told u @115850 I have shared my all details in all links provided by @115850 so plz don't try to make fool. Plz return my money..,refund_return,AUTO-HANDLE,refund_return,0.879,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp Plz return my money @115850 fraud. U cheated with me plz return my money.,"@144968 The resolution provided in the email is the best we could offer. Further, we won't be able to provide any insight or action on this matter. ^PS"
AMZ-173,77506,@AmazonHelp Yes I am online chat with Preeti from @115821. She is very unhelpful and refuses to help other than getting the parcels delivered tomorrow which is not good enough as I am off today.,delivery_issue,AUTO-HANDLE,delivery_issue,0.81,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp Its through the online chat,"@190543 When you chatted with us, were we able to help get a return set up for the item? ^EP"
AMZ-174,185801,@AmazonHelp Through my order number you can get my details. Why it needs to be shared again if it's already available in your database.,order_issue,AUTO-HANDLE,order_issue,0.993,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,"@AmazonHelp Without the order number and details, how do you plan to do this? Just curious 🤔🤔 ^RS","@526659 Feedback is forwarded in general to our concerned department. Also, It'd be helpful if you can provide your package feedback here: https://t.co/BOC2qI06T6. ^JS"
AMZ-175,56829,@AmazonHelp why not help . us here? Your seller support is kind of dumb robots and not expecting any help or resolution from them! So better ans here.,product_issue,AUTO-HANDLE,product_issue,0.912,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp Please help :^),@667634 We can't see your order with Twitter but would like to try to help however we can! Please reach out to us by phone and have the order details ready: https://t.co/JzP7hlA23B ^DD
AMZ-176,18722,@AmazonHelp Till now I have noticed it in a couple of episodes of mike and molly and also in 'the middle',other,AUTO-HANDLE,other,0.689,ESCALATE,unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp SENPAI NOTICED ME,@258926 We always notice our customers! :P Happy Holidays!
AMZ-177,2903438,"@AmazonHelp I do not know how to contact you by phone. I reset the password, then went to log in told me that I need to check my email.",account_access,AUTO-HANDLE,account_access,0.97,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar account issues by checking the account/access details. Please use Amazon’s official account-support channel so the team can investigate without you sharing sensitive account information here.,3,@AmazonHelp I did that and there was nothing. I even made sure to check that my email was verified and reset my password which went right into my inbox.,"@147603 Hey, get in touch with us here: https://t.co/hApLpMlfHN so we can check this for you ^KM"
AMZ-178,83472,@AmazonHelp Here is what I see. I have also received an email saying that it is out of stock and if I want to cancel the order [URL],order_issue,AUTO-HANDLE,order_issue,0.998,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,"@AmazonHelp no, i had to look it up. i want to cancel the order","@439605 Just to confirm, have we missed the delivery date given to you? You can see that here: https://t.co/Y5jpI9gRhE ^HC"
AMZ-179,69800,@AmazonHelp I am expecting a call from Amazon with date on which product will get replaced! If not I will create a video on how Amazon fools customer in India with fake product,product_issue,ESCALATE,product_issue,0.999,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp Done. Expecting a call now.,@294421 Thanks for the update. We will check and connect with you accordingly. ^RW
AMZ-180,4950,@AmazonHelp No. Como puedo contactarlo,other,AUTO-HANDLE,other,0.718,ESCALATE,unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp como puedo saber eso?,"@245819 Tienes que ingresar a https://t.co/gVAyRG3Acq &gt; Mi cuenta &gt; Mis pedidos &gt; Ingresas al pedido del que estamos hablando &gt; En los detalles de este pedido podrás ver quién lo vende. 
^ES"
AMZ-181,37620,@AmazonHelp I filled this out yesterday right after you sent this and still no reply and no another package is late. I don't get it.,delivery_issue,ESCALATE,delivery_issue,0.95,ESCALATE,repeated or unresolved problem,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Sent the reply to the same,"@213144 We have your details and we're working on this issue. We'll get in touch with you, please keep an eye on your emails. ^SM"
AMZ-182,2934496,@AmazonHelp there is no way that's getting here by Fri. its already Thur and it hasn't been shipped. maybe i should just cancel the #AmazonPrime,order_issue,AUTO-HANDLE,order_issue,0.659,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar order cases by checking the order details and the available order-support options. Please review the order in Amazon and use the official support channel if you need the team to investigate it.,3,@AmazonHelp I have no way of getting the info as i already said,"@144964 I'm sorry but we don't have access to accounts via Twitter. To resolve the issue, please respond to the e-mail with the requested information. ^EA"
AMZ-183,16466,@AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist,prime_membership,AUTO-HANDLE,prime_membership,0.96,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar Prime or membership questions by checking the membership details. Please review your Prime membership status and contact Amazon support through the official channel if it does not look correct.,3,@AmazonHelp Which link??????,@478323 Kindly share your details from this link here: https://t.co/vSTyI5ceER and we’ll contact you soon. ^VH
AMZ-184,2841759,@AmazonHelp J ai encore perdu mon temps sur Amazon. De pire en pire le prime,prime_membership,AUTO-HANDLE,prime_membership,0.989,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar Prime or membership questions by checking the membership details. Please review your Prime membership status and contact Amazon support through the official channel if it does not look correct.,3,@AmazonHelp J’ai complété !!,@389945 Merci.
AMZ-185,136120,@AmazonHelp Yes been in contact with cust services. Not sure but it seems that it is DPD deliveries. Deliveries seem to be a mess at the moment when usually dependable. I can wait for most things but an item that I needed yesterday didn't turn up which has caused a problem.,product_issue,AUTO-HANDLE,product_issue,0.624,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar product issues by reviewing the item and order details before suggesting the appropriate support option. Please review the order and use the official Amazon support channel if you need further help.,3,@AmazonHelp @AmazonHelp it didn't turn up :(,@529873 Let's find out what is going on with your book in real time here: https://t.co/JzP7hlA23B ^JZ
AMZ-186,200003,"@AmazonHelp Says it was sold by apex_media and they only plan on refunding the rental charge, not the $100 they charged us for.",payment_billing,AUTO-HANDLE,payment_billing,0.997,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. I found a similar historical AmazonHelp case, but the available context is not specific enough to safely recommend an exact resolution. Please use the official Amazon support channel so a team member can investigate.",3,@AmazonHelp It says sold by amazonEU s.a.r.l (I assume that’s sold by yourselves),"@678224 I apologize, but in this case, you would only be able to choose the colors available on the product detail page. If you have the option to message the seller, you may message and ask if any other colors are available. ^VF"
AMZ-187,2724983,"@AmazonHelp Le problème est là justement, la commande a été expédiée mais le transporteur ne l'a pas encore prise en charge !",payment_billing,AUTO-HANDLE,payment_billing,0.726,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. I found a similar historical AmazonHelp case, but the available context is not specific enough to safely recommend an exact resolution. Please use the official Amazon support channel so a team member can investigate.",3,"@AmazonHelp Merci pour votre retour, en effet la commande a été expédiée et le transporteur est La Poste","@706754 Avez-vous signalé cela à notre service ?
^YL"
AMZ-188,2884115,@AmazonHelp I have forgot my Amazon account login password. Plz share your mail you. I'll share my details through mail.,account_access,AUTO-HANDLE,account_access,0.999,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar account issues by checking the account/access details. Please use Amazon’s official account-support channel so the team can investigate without you sharing sensitive account information here.,3,@AmazonHelp Plz share your mail id...  I'll forward,@402250 Please submit your details here: https://t.co/GIJyeYqKE0. ^HK
AMZ-189,197937,@AmazonHelp @115851 was told a returnless refund wil b issued. So gave phone to someone in need. Now a pickup is scheduled. Tell me now what to do.,refund_return,AUTO-HANDLE,refund_return,0.958,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,"@AmazonHelp I completely understand product needs to be picked. But check chat history, i was told a returnless refund will be issued. So i gave phone",@162537 I see that we've received your details and our team will get back shortly with an update. Request you to wait till then. ^SK
AMZ-190,56937,@AmazonHelp Is there any way i can get a refund ? Because i really meed this on release .,refund_return,AUTO-HANDLE,refund_return,0.999,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp On the way...,"@704591 Time travel was supposed to be a ""future"" launch 😉 Sorry the notification is off. If they continue to be wrong, or your order misses the estimated delivery date, please let us know here: https://t.co/qy3J24VGxb ^AF"
AMZ-191,136961,"@AmazonHelp Thursday 16 and yesterday, I can't access de account it's blocked.. [URL]",account_access,AUTO-HANDLE,account_access,0.999,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically handled similar account issues by checking the account/access details. Please use Amazon’s official account-support channel so the team can investigate without you sharing sensitive account information here.,3,"@AmazonHelp I cannot do it, as my account is blocked.","@170982 In that case please use the option ""Anmeldung überspringen"" (= skip registration). ^RS"
AMZ-192,16476,@AmazonHelp @AmazonHelp The link you sent me this page opens and in its settings I can't find where to change country to India. [URL],other,AUTO-HANDLE,other,0.588,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Where is the link ??,@318785 You can find the link here: https://t.co/J7EDvo6JcD ^SH
AMZ-193,78748,@AmazonHelp All I hear is that I should get it my dec 5th but this is a Xmas gift that I am shipping out of country it needs to be mailed by dec 1st,delivery_issue,AUTO-HANDLE,delivery_issue,0.487,ESCALATE,low intent confidence,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,"@AmazonHelp It WAS Dec 1st, then Dec 2nd, and now the 4th (all carrier issues)! @81 Never does this","@254318 Thank you for this information. If your order hasn't arrived on December 4 by 8 PM, please let us know: https://t.co/hApLpMlfHN ^LR"
AMZ-194,16422,@AmazonHelp Intelcom Express. I couldn't contact them last night since I got home after their operating hours. Sent them an email this morning,other,AUTO-HANDLE,other,0.403,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Yes but I couldn't contact...,@280580 You may request for a call back from our support team here: https://t.co/TK4yevTaND. ^SQ
AMZ-195,2874045,@AmazonHelp I called customer support. They are going to try and issue a refund. The driver was a third party that they contracted out. It wasn’t through one of the traditional carriers.,refund_return,AUTO-HANDLE,refund_return,0.916,AUTO-HANDLE,routine supported intent with sufficient confidence,Thanks for reaching out. AmazonHelp has historically directed similar return or refund cases to the order’s return/refund support flow. Please review the return or refund status for the order and contact Amazon support if the status does not match what you expect.,3,@AmazonHelp I called customer support and they said it wasn’t delivered today 😑,"@275654 That is confusing. I'd like for a specialist to investigate this for you. Whenever you have the time, tell us more here: https://t.co/RbHQ5KN5Pz We'll contact you shortly after. ^SK"
AMZ-196,351097,@AmazonHelp more than time asked by amazon and still asking 3 more days and I have continously missed the deals for products. Will compensation be paid [URL],payment_billing,AUTO-HANDLE,payment_billing,0.715,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. I found a similar historical AmazonHelp case, but the available context is not specific enough to safely recommend an exact resolution. Please use the official Amazon support channel so a team member can investigate.",3,@AmazonHelp How much time you will take,"@214484 Once we receive your details/revert, we'll work on this and reach out to you soon with an update. ^VN"
AMZ-197,19125,@AmazonHelp I already call your linked courier service they all not ready for home pick up and some courier service cha rges is very high,delivery_issue,AUTO-HANDLE,delivery_issue,0.968,AUTO-HANDLE,routine supported intent with sufficient confidence,"Thanks for reaching out. For delivery problems like this, AmazonHelp has historically started by checking the delivery details and whether the package may have been left at another location. If you still cannot locate it, contact Amazon support through the official channel so the team can investigate the delivery.",3,@AmazonHelp This not the 1st time that my parcel got rejected...so many times before this that happens with me.but still no improvement in the courier service and i m not the first person to complain about this..there are so many other peoples to. @AmazonHelp  please improve courier service,@714854 I understand how worrisome it would be. Let us take a closer look at this. Please call us here: https://t.co/vlvfJr4nN9 &amp; we'll help you. ^SF
AMZ-198,2724560,@AmazonHelp Yes i've checked and no one has used my card at all as we all have our own.,payment_billing,AUTO-HANDLE,other,0.351,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp Yes I’ve checked all my emails and nothing has come in!,@467779 Are you able to respond to the e-mail you received Friday? ^CS
AMZ-199,2970498,@AmazonHelp As usual @AmazonHelp quickly solved my issue but the question remains why is this always an issue? The packages can be left unattened at my door at 8:45p but not at 4:00p. Makes no sense but truly appreciate the quick response.  Guess the system is a work in progress...,other,AUTO-HANDLE,other,0.535,ESCALATE,low intent confidence; unsupported or ambiguous intent,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp I have now had an email that has resolved the issue. I appreciate your quick response and the resolution. Thank you.,"@132145 Hi, I am glad that this has been corrected. I hope you have a great week. ^CR"
AMZ-200,2956985,@AmazonHelp I mean on this screen. It only lets me pick one card. The blue one is the gift card that I have but it doesn't have enough to cover the entire purchase so I have to use the one that's green as well but it only lets me pick between one... [URL],payment_billing,AUTO-HANDLE,payment_billing,0.353,ESCALATE,low intent confidence,Thanks for reaching out. I’m sorry you’re dealing with this. I’d like a support specialist to take a closer look and help resolve it.,3,@AmazonHelp I mean can i add money to my gift card balance through my debit card instead of going somewhere and buying a gift card,@521011 Absolutely! You can top-up Amazon pay balance using your debit card in this page: https://t.co/1LaqKDwbnm ^JC
